category,personName,country,city,source,industries,countryOfCitizenship,organization,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,gdp_country
Logistics,John Fredriksen,United Kingdom,London,Shipping,Logistics,Cyprus,,U,M,1945-02-01 00:00:00,Fredriksen,John,Investor,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Construction & Engineering,Diane Hendricks,United States,Afton,Building supplies,Construction & Engineering,United States,ABC Supply,U,F,1947-03-02 00:00:00,Hendricks,Diane,Cofounder,2023-04-04 05:01:00,Wisconsin,Midwest,"$21,427,700,000,000 "
Technology,Jan Koum,United States,Atherton,WhatsApp,Technology,United States,WhatsApp Inc.,U,M,1976-02-24 00:00:00,Koum,Jan,"CEO, cofounder",2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Sports,Jerry Jones,United States,Dallas,Dallas Cowboys,Sports,United States,Dallas Cowboys,U,M,1942-10-13 00:00:00,Jones,Jerry,President and General Manager,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Energy,George Kaiser,United States,Tulsa,"Oil & gas, banking",Energy,United States,BOK Financial Corp.,U,M,1942-07-29 00:00:00,Kaiser,George,Chairman,2023-04-04 05:01:00,Oklahoma,South,"$21,427,700,000,000 "
Real Estate,Joseph Lau,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,D,M,1951-07-21 00:00:00,Lau,Joseph,,2023-04-04 05:01:00,,,
Automotive,Lu Xiangyang,China,Guangzhou,"Automobiles, batteries",Automotive,China,,D,M,1962-12-28 00:00:00,Lu,Xiangyang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Harry Triguboff,Australia,Sydney,Real estate,Real Estate,Australia,,U,M,1933-03-03 00:00:00,Triguboff,Harry,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Finance & Investments,Uday Kotak,India,Mumbai,Banking,Finance & Investments,India,,D,M,1959-03-15 00:00:00,Kotak,Uday,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Sports,Stanley Kroenke,United States,Electra,"Sports, real estate",Sports,United States,,U,M,1947-07-29 00:00:00,Kroenke,Stanley,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Energy,Mikhail Fridman,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,,U,M,1964-04-21 00:00:00,Fridman,Mikhail,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Energy,Sarath Ratanavadi,Thailand,Bangkok,Energy,Energy,Thailand,,U,M,1965-07-12 00:00:00,Ratanavadi,Sarath,,2023-04-04 05:01:00,,,"$543,649,976,166 "
Metals & Mining,Dang Yanbao,China,Yinchuan,Coal,Metals & Mining,China,,D,M,1973-02-01 00:00:00,Dang,Yanbao,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Healthcare,Jiang Rensheng & family,China,Chongqing,Vaccines,Healthcare,China,,D,M,1953-10-08 00:00:00,Jiang,Rensheng,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Automotive,Shahid Khan,United States,Naples,Auto parts,Automotive,United States,,U,M,1950-07-18 00:00:00,Khan,Shahid,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Technology,Laurene Powell Jobs & family,United States,Palo Alto,"Apple, Disney",Technology,United States,Emerson Collective,D,F,1963-11-06 00:00:00,Powell Jobs,Laurene,"Investor, Philanthropist",2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Diversified,Robert Kuok,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,,U,M,1923-10-06 00:00:00,Kuok,Robert,,2023-04-04 05:01:00,,,
Real Estate,Stephen Ross,United States,New York,Real estate,Real Estate,United States,,U,M,1940-05-10 00:00:00,Ross,Stephen,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Technology,Pavel Durov,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,,D,M,1984-10-10 00:00:00,Durov,Pavel,,2023-04-04 05:01:00,,,"$421,142,267,938 "
Healthcare,Andreas Struengmann & family,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,,D,M,1950-02-16 00:00:00,Struengmann,Andreas,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Healthcare,Thomas Struengmann & family,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,,D,M,1950-02-16 00:00:00,Struengmann,Thomas,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Food & Beverage,Liu Hanyuan,China,Chengdu,Agribusiness,Food & Beverage,China,,D,M,1964-01-01 00:00:00,Liu,Hanyuan,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Fashion & Retail,Michael Rubin,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,Kynetic,U,M,1972-07-21 00:00:00,Rubin,Michael,CEO,2023-04-04 05:01:00,Pennsylvania,Northeast,"$21,427,700,000,000 "
Finance & Investments,Israel Englander,United States,New York,Hedge funds,Finance & Investments,United States,"Millennium Management, L.L.C.",D,M,1948-09-30 00:00:00,Englander,Israel,Founder,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Manufacturing,Viatcheslav Kantor,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,,U,M,1953-09-08 00:00:00,Kantor,Viatcheslav,,2023-04-04 05:01:00,,,"$395,098,666,122 "
Manufacturing,Anthony Pratt,Australia,Melbourne,Manufacturing,Manufacturing,Australia,,D,M,1960-04-11 00:00:00,Pratt,Anthony,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Finance & Investments,Mikhail Prokhorov,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,,U,M,1965-05-03 00:00:00,Prokhorov,Mikhail,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Fashion & Retail,Giorgio Armani,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,U,M,1934-07-11 00:00:00,Armani,Giorgio,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Fashion & Retail,Johann Rupert & family,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,,U,M,1950-06-01 00:00:00,Rupert,Johann,,2023-04-04 05:01:00,,,"$351,431,649,241 "
Finance & Investments,Gong Hongjia & family,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,,D,M,1965-01-01 00:00:00,Gong,Hongjia,,2023-04-04 05:01:00,,,
Technology,Zhang Zhidong,China,Shenzhen,Internet media,Technology,China,,D,M,1972-01-01 00:00:00,Zhang,Zhidong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Finance & Investments,Philip Anschutz,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,,E,M,1939-12-28 00:00:00,Anschutz,Philip,,2023-04-04 05:01:00,Colorado,West,"$21,427,700,000,000 "
Fashion & Retail,Judy Love & family,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,Love's Travel Stops and Country Stores,U,F,1937-06-17 00:00:00,Love,Judy,Chairman and CEO,2023-04-04 05:01:00,Oklahoma,South,"$21,427,700,000,000 "
Fashion & Retail,Ricardo Salinas Pliego & family,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,,D,M,1955-10-19 00:00:00,Salinas Pliego,Ricardo,,2023-04-04 05:01:00,,,"$1,258,286,717,125 "
Media & Entertainment,Donald Newhouse,United States,New York,Media,Media & Entertainment,United States,,D,M,1929-08-05 00:00:00,Newhouse,Donald,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Sports,Robert Kraft,United States,Brookline,"Manufacturing, New England Patriots",Sports,United States,The Kraft Group,U,M,1941-06-05 00:00:00,Kraft,Robert,Chairman & CEO,2023-04-04 05:01:00,Massachusetts,Northeast,"$21,427,700,000,000 "
Food & Beverage,Marcel Herrmann Telles,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,,U,M,1950-01-01 00:00:00,Telles,Marcel Herrmann,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Finance & Investments,Suleiman Kerimov & family,Russia,Moscow,Gold,Finance & Investments,Russia,,U,M,1966-03-12 00:00:00,Kerimov & family,Suleiman,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Fashion & Retail,Sky Xu,China,Guangzhou,E-commerce,Fashion & Retail,China,,U,M,1984-01-01 00:00:00,Xu,Sky,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Finance & Investments,Changpeng Zhao,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,,D,M,1977-09-10 00:00:00,Zhao,Changpeng,,2023-04-04 05:01:00,,,"$421,142,267,938 "
Finance & Investments,Andrew Beal,United States,Dallas,"Banks, real estate",Finance & Investments,United States,,U,M,1952-11-29 00:00:00,Beal,Andrew,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Technology,Mike Cannon-Brookes,Australia,Sydney,Software,Technology,Australia,,D,M,1979-11-17 00:00:00,Cannon-Brookes,Mike,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Healthcare,Carl Cook,United States,Bloomington,Medical devices,Healthcare,United States,,D,M,1962-08-19 00:00:00,Cook,Carl,,2023-04-04 05:01:00,Indiana,Midwest,"$21,427,700,000,000 "
Technology,David Duffield,United States,Incline Village,Business software,Technology,United States,Workday,D,M,1940-09-21 00:00:00,Duffield,David,Chairman and Cofounder,2023-04-04 05:01:00,Nevada,West,"$21,427,700,000,000 "
Energy,Jeffery Hildebrand,United States,Houston,Oil,Energy,United States,,U,M,1959-03-05 00:00:00,Hildebrand,Jeffery,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Manufacturing,Viktor Rashnikov,Russia,Magnitogorsk,Steel,Manufacturing,Russia,,U,M,1948-10-13 00:00:00,Rashnikov,Viktor,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Technology,Eduardo Saverin,Singapore,Singapore,Facebook,Technology,Brazil,Meta Platforms,D,M,1982-03-19 00:00:00,Saverin,Eduardo,Investor,2023-04-04 05:01:00,,,"$372,062,527,489 "
Automotive,Georg Schaeffler,Germany,Herzogenaurach,Auto parts,Automotive,Germany,,U,M,1964-10-19 00:00:00,Schaeffler,Georg,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Fashion & Retail,Christy Walton,United States,Jackson,Walmart,Fashion & Retail,United States,,U,F,1949-02-08 00:00:00,Walton,Christy,,2023-04-04 05:01:00,Wyoming,South,"$21,427,700,000,000 "
Technology,Scott Farquhar,Australia,Sydney,Software,Technology,Australia,,D,M,1979-12-17 00:00:00,Farquhar,Scott,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Diversified,Quek Leng Chan,Malaysia,Kuala Lumpur,"Banking, property",Diversified,Malaysia,,D,M,1941-08-12 00:00:00,Quek,Leng Chan,,2023-04-04 05:01:00,,,"$364,701,517,788 "
Real Estate,Wu Yajun,China,Beijing,Real estate,Real Estate,China,,D,F,1964-01-01 00:00:00,Wu,Yajun,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Energy,Autry Stephens,United States,Midland,Oil,Energy,United States,,U,M,1938-03-08 00:00:00,Stephens,Autry,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Service,Liu Yongxing,China,Shanghai,Diversified,Service,China,East Hope Group,D,M,1948-06-01 00:00:00,Liu,Yongxing,Chairman,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Vinod Adani,United Arab Emirates,Dubai,"Infrastructure, commodities",Diversified,Cyprus,,Split Family Fortune,M,1949-01-10 00:00:00,Adani,Vinod,,2023-04-04 05:01:00,,,"$421,142,267,938 "
Fashion & Retail,Nicolas Puech,Switzerland,Martigny,Hermes,Fashion & Retail,France,,U,M,1943-01-29 00:00:00,Puech,Nicolas,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Logistics,"Jacques Saadé, Jr.",France,Marseille,Shipping,Logistics,France,,Split Family Fortune,M,1971-08-10 00:00:00,Saadé,Jacques,,2023-04-04 05:01:00,,,"$2,715,518,274,227 "
Logistics,Rodolphe Saadé,France,Marseille,Shipping,Logistics,France,CMA CGM,Split Family Fortune,M,1970-03-03 00:00:00,Saadé,Rodolphe,Chairman and CEO,2023-04-04 05:01:00,,,"$2,715,518,274,227 "
Logistics,Tanya Saadé Zeenny,France,Marseille,Shipping,Logistics,France,,Split Family Fortune,F,1968-02-01 00:00:00,Saadé Zeenny,Tanya,,2023-04-04 05:01:00,,,"$2,715,518,274,227 "
Finance & Investments,Melker Schorling & family,Sweden,Stockholm,Investments,Finance & Investments,Sweden,,D,M,1947-05-15 00:00:00,Schorling,Melker,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Manufacturing,Andrei Guriev & family,Russia,Moscow,Fertilizers,Manufacturing,Russia,,U,M,1960-03-24 00:00:00,Guriev & family,Andrei,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Finance & Investments,Michael Kim,South Korea,Seoul,Private equity,Finance & Investments,United States,MBK Partners,U,M,1963-10-01 00:00:00,Kim,Michael,,2023-04-04 05:01:00,,,"$2,029,000,000,000 "
Technology,Lei Jun,China,Beijing,Smartphones,Technology,China,Xiaomi,D,M,1969-12-16 00:00:00,Lei,Jun,Founder and CEO,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Friedhelm Loh,Germany,Haiger,Manufacturing,Manufacturing,Germany,,U,M,1946-08-15 00:00:00,Loh,Friedhelm,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Healthcare,Sun Piaoyang,China,Lianyungang,Pharmaceuticals,Healthcare,China,,D,M,1958-09-01 00:00:00,Sun,Piaoyang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Rick Cohen & family,United States,Keene,Warehouse automation,Technology,United States,C&S Wholesale Grocers,N,M,1952-07-25 00:00:00,Cohen,Rick,Entrepreneur,2023-04-04 05:01:00,New Hampshire,Northeast,"$21,427,700,000,000 "
Energy,Jin Baofang,China,Xingtai,Solar panels,Energy,China,,D,M,1952-09-01 00:00:00,Jin,Baofang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Luo Liguo & family,China,Ningbo,Chemicals,Manufacturing,China,,D,M,1956-03-01 00:00:00,Luo,Liguo,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,Marijke Mars,United States,Los Angeles,"Candy, pet food",Food & Beverage,United States,,U,F,1964-07-28 00:00:00,Mars,Marijke,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Food & Beverage,Pamela Mars,United States,Alexandria,"Candy, pet food",Food & Beverage,United States,,U,F,1960-08-01 00:00:00,Mars,Pamela,,2023-04-04 05:01:00,Virginia,South,"$21,427,700,000,000 "
Food & Beverage,Valerie Mars,United States,New York,"Candy, pet food",Food & Beverage,United States,,U,F,1959-01-26 00:00:00,Mars,Valerie,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Food & Beverage,Victoria Mars,United States,Philadelphia,"Candy, pet food",Food & Beverage,United States,,U,F,1956-12-15 00:00:00,Mars,Victoria,,2023-04-04 05:01:00,Pennsylvania,Northeast,"$21,427,700,000,000 "
Finance & Investments,Vincent Bolloré & family,France,Paris,Investments,Finance & Investments,France,,U,M,1952-04-01 00:00:00,Bolloré,Vincent,,2023-04-04 05:01:00,,,"$2,715,518,274,227 "
Diversified,Jim Pattison,Canada,Vancouver,Diversified,Diversified,Canada,Jim Pattison Group,D,M,1928-10-01 00:00:00,Pattison,Jim,"Founder, Chairman and CEO",2023-04-04 05:01:00,,,"$1,736,425,629,520 "
Healthcare,Ernesto Bertarelli,Switzerland,Gstaad,"Biotech, investments",Healthcare,Switzerland,,U,M,1965-09-22 00:00:00,Bertarelli,Ernesto,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Technology,Wang Xing,China,Beijing,Food delivery,Technology,China,,D,M,1979-02-18 00:00:00,Wang,Xing,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Brian Chesky,United States,San Francisco,Airbnb,Technology,United States,"Airbnb, Inc.",D,M,1981-08-29 00:00:00,Chesky,Brian,CEO and Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Manufacturing,James Dyson,United Kingdom,Gloucestershire,Vacuums,Manufacturing,United Kingdom,,U,M,1947-05-02 00:00:00,Dyson,James,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Diversified,Roman Abramovich & family,Russia,Moscow,"Steel, investments",Diversified,Russia,,U,M,1966-10-24 00:00:00,Abramovich,Roman,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Diversified,Antonia Ax:son Johnson & family,Sweden,Stockholm,Diversified,Diversified,Sweden,,U,F,1943-09-06 00:00:00,Ax:son Johnson,Antonia,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Energy,Daniel Kretinsky,Czech Republic,Prague,"Energy, investments",Energy,Czech Republic,,U,M,1975-07-09 00:00:00,Kretinsky,Daniel,,2023-04-04 05:01:00,,,"$246,489,245,495 "
Media & Entertainment,John Malone,United States,Elizabeth,Cable television,Media & Entertainment,United States,,U,M,1941-03-07 00:00:00,Malone,John,,2023-04-04 05:01:00,Colorado,West,"$21,427,700,000,000 "
Technology,Azim Premji,India,Bangalore,Software services,Technology,India,Wipro Ltd.,D,M,1945-07-24 00:00:00,Premji,Azim,Founder Chairman,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Charles Schwab,United States,Woodside,Discount brokerage,Finance & Investments,United States,Charles Schwab Corp.,D,M,1937-07-29 00:00:00,Schwab,Charles,Investor,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Fashion & Retail,Eric Smidt,United States,Beverly Hills,Hardware stores,Fashion & Retail,United States,,U,M,1960-01-01 00:00:00,Smidt,Eric,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Technology,David Cheriton,United States,Palo Alto,Google,Technology,Canada,Stanford University,D,M,1951-03-29 00:00:00,Cheriton,David,Professor,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Metals & Mining,Ivan Glasenberg,Switzerland,Ruschlikon,Mining,Metals & Mining,Switzerland,,D,M,1957-01-07 00:00:00,Glasenberg,Ivan,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Real Estate,Alexander Otto,Germany,Hamburg,Real estate,Real Estate,Germany,,D,M,1967-07-07 00:00:00,Otto,Alexander,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Food & Beverage,Anthony von Mandl,Canada,Vancouver,Alcoholic beverages,Food & Beverage,Canada,,U,M,1950-03-10 00:00:00,von Mandl,Anthony,,2023-04-04 05:01:00,,,"$1,736,425,629,520 "
Manufacturing,Wang Liping & family,China,Changzhou,Hydraulic machinery,Manufacturing,China,,U,M,1966-02-24 00:00:00,Wang,Liping,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,Finn Rausing,United Kingdom,London,Packaging,Food & Beverage,Sweden,,D,M,1955-01-01 00:00:00,Rausing,Finn,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Food & Beverage,Jorn Rausing,United Kingdom,Surrey,Packaging,Food & Beverage,Sweden,,D,M,1960-01-01 00:00:00,Rausing,Jorn,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Food & Beverage,Kirsten Rausing,United Kingdom,Newmarket,Packaging,Food & Beverage,Sweden,,D,F,1952-06-06 00:00:00,Rausing,Kirsten,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Fashion & Retail,Tatyana Bakalchuk,Russia,Moscow region,Ecommerce,Fashion & Retail,Russia,,U,F,1975-10-16 00:00:00,Bakalchuk,Tatyana,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Technology,John Doerr,United States,Woodside,Venture capital,Technology,United States,Kleiner Perkins,D,M,1951-06-29 00:00:00,Doerr,John,Investor,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Technology,Richard Liu,China,Beijing,E-commerce,Technology,China,,D,M,1974-03-10 00:00:00,Liu,Richard,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Dustin Moskovitz,United States,San Francisco,Facebook,Technology,United States,Asana,D,M,1984-05-22 00:00:00,Moskovitz,Dustin,Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Technology,Pierre Omidyar,United States,Honolulu,"EBay, PayPal",Technology,United States,eBay,D,M,1967-06-21 00:00:00,Omidyar,Pierre,Founder,2023-04-04 05:01:00,Hawaii,West,"$21,427,700,000,000 "
Energy,Pei Zhenhua,China,Ningde,Batteries,Energy,China,,D,M,1959-01-01 00:00:00,Pei,Zhenhua,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Energy,Carrie Perrodo & family,United Kingdom,London,Oil,Energy,France,,U,F,1951-01-01 00:00:00,Perrodo,Carrie,Philanthropist,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Manufacturing,Chen Jianhua,China,Wujiang,Chemicals,Manufacturing,China,,U,M,1971-01-01 00:00:00,Chen,Jianhua,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Fashion & Retail,Michael Otto,Germany,Hamburg,"Retail, real estate",Fashion & Retail,Germany,,D,M,1943-04-12 00:00:00,Otto,Michael,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Finance & Investments,Leon Black,United States,New York,Private equity,Finance & Investments,United States,,D,M,1951-07-31 00:00:00,Black,Leon,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Finance & Investments,Graeme Hart,New Zealand,Auckland,Investments,Finance & Investments,New Zealand,,D,M,1955-06-06 00:00:00,Hart,Graeme,,2023-04-04 05:01:00,,,"$206,928,765,544 "
Food & Beverage,Ravi Jaipuria,India,Delhi,"Soft drinks, fast food",Food & Beverage,India,,U,M,1954-11-28 00:00:00,Jaipuria,Ravi,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Technology,Hasso Plattner & family,Germany,Heidelberg,Software,Technology,Germany,,U,M,1944-01-21 00:00:00,Plattner,Hasso,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Food & Beverage,Carlos Alberto Sicupira & family,Switzerland,St. Gallen,Beer,Food & Beverage,Brazil,,U,M,1948-01-01 00:00:00,Sicupira,Carlos Alberto,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Real Estate,Manuel Villar,Philippines,Manila,Real estate,Real Estate,Philippines,,U,M,1949-12-13 00:00:00,Villar,Manuel,,2023-04-04 05:01:00,,,"$376,795,508,680 "
Technology,Andreas von Bechtolsheim & family,United States,Palo Alto,Google,Technology,Germany,Arista Networks,D,M,1955-09-30 00:00:00,von Bechtolsheim,Andreas,"Cofounder, Chief Development Officer and Chairman",2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Finance & Investments,"Chase Coleman, III.",United States,New York,Investments,Finance & Investments,United States,Tiger Global Management,D,M,1975-06-21 00:00:00,Coleman,Chase,Investor,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Fashion & Retail,Ann Walton Kroenke,United States,Electra,Walmart,Fashion & Retail,United States,,D,F,1948-12-18 00:00:00,Kroenke,Ann Walton,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Manufacturing,Li Zhenguo & family,China,Xi'an,Solar wafers and modules,Manufacturing,China,,D,M,1968-01-01 00:00:00,Li,Zhenguo,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
